Text,Types
"in the morning, when i was coming in the bus one uncle put his hand on the lap of one lady. that lady turned red becoz of shame but couldn't take any action.",Touching /Groping
teacher beating students,Others
Teacher beating children,Others
ONE Gurl near to my maternal uncle house was been harassed by few boys. They were grp. the girl remain quite and didn't took any action as a result she was gang raped by 3 boys and died on the hospital. it was very sad news to whole society and shameless act.,Rape / Sexual Assault
One day my sister was going to the cinema hall and two boys came and sat near to my sister and they start teasing and touching her.,Touching /Groping
"After finishing my college I was returning home. some hooligan guys commented, whistled me and stalked me to the home.",Stalking
"One woman in her 40's, status single, sexually harassed by her driver. She complained to police but they refused to write an FIR. After showing evidence of mobile and and influence of a political party, FIR was done by police.",Sexual Invites
The incident took place when I was in school. Boys in my class used to tease me calling unnecessary name.,Catcalls/Whistles
a boy on a bike snatched the chain of a lady walking near the market,Chain Snatching
Lonely roads,Poor / No Street Lighting
A group of guys in a car started following and abused,Commenting
One teenage boy was openly inviting a girl to have sex with him.,Sexual Invites
"A group of young boys who cluster together in a group, usually cat call or comment at women who pass by.",Commenting
reported stalking,Stalking
I am a guy. There was mentally retarded girl in my area who was manipulated by a man for marrying him. His parents were complaining about it later we found her in Gausala and rescued her.,Others
i was walking upstairs on the bridge in dadar station when a man aged 20-25 touched my back and felt me. i turned around and slapped him.,Touching /Groping
teacher beats pupils,Others
A family member has harrassed me multiple times.,Rape / Sexual Assault
I was coming back from tution with my two friends n two guys came whistling from back,Catcalls/Whistles
teacher beats pupils,Others
Many boys comment on me while I walk on the streets.,Commenting
My sister was followed and teased by few guys while returning home after attending fren b'day.,Commenting
stalking and commenting,Commenting
teacher beats students,Others
"A man touched a girl's hand and when she moved it away, he caught her hand and was grinning.",Touching /Groping
My friend and I went out for dinner when a man came up to us and started passing nasty comments about my friend.,Commenting
I was with one of my mail friend and some guy stared at me as if he wanted me to invite for intercourse/sex.,Sexual Invites
"in evening, i was travelling with public vehicle it was over crowded. at the time one person from back put his hand at my back but i couldnt see who he was as vehicle are really very full.",Touching /Groping
"one evening, I was followed by a guy. he was whistling and trying to grab my attention all the way.",Catcalls/Whistles
one day i was with my four other friends for shopping.three strangers whistled and commented us. We ignored first but when they didn't stop we scolded them.,Catcalls/Whistles
A man was commenting on my dressing.,Commenting
When i was returning from my college one old guy whistles at me near a poolchowk and did a facial expression which was very unusal.,Ogling/Facial Expressions/Staring
When i was returning from my college one old guy whistles at me near a poolchowk and did a facial expression which was very unusal.,Ogling/Facial Expressions/Staring
teacher beats pupils,Others
a friend of mine was harassed in the bus,Ogling/Facial Expressions/Staring
"as i was going home,i was alone without friends and while travelling towards Gwarko some people in the bus whistled at me and gave me facial expression.",Ogling/Facial Expressions/Staring
"as i was going home,i was alone without friends and while travelling towards Gwarko some people in the bus whistled at me and gave me facial expression.",Ogling/Facial Expressions/Staring
"as i was going home,i was alone without friends and while travelling towards Gwarko some people in the bus whistled at me and gave me facial expression.",Ogling/Facial Expressions/Staring
when i was walking through the street a girl clapped her hand to get my attention and blinked her one eye,Ogling/Facial Expressions/Staring
it was a iv trip by college in Rajasthan. the head of the department touched me inappropriately.,Touching /Groping
teacher beats pupils,Others
"Two or three guys on white colord Activa followed my friend who was on rickshaw. They tried to snatch the phn but my friend tried to save himself nd his phn, they run away. this ws really dangerous and they might have some weapons too. please look into the matter asap.",Chain Snatching
"Two or three guys on white colord Activa followed my friend who was on rickshaw. They tried to snatch the phn but my friend tried to save himself nd his phn, they run away. this ws really dangerous and they might have some weapons too. please look into the matter asap.",Chain Snatching
i was coming back after visiting a friends place near dana paani beech few boys started whistling singing songs which made me highly uncomfortable,Catcalls/Whistles
"My friend came home and noticing that no one is around, he tried to forcefully kiss me and touch me inappropriately.",Touching /Groping
ass grabbing,Touching /Groping
testing,Commenting
testing,Commenting
stalking and commenting by local boys,Commenting
I was going to the college in the morning. I have to pass through a alone area( kind of jungle area). I saw a man masturbating and when he saw me then he started to masturbate more actively.,Indecent exposure
2-3 men cat-called me and whistled while i passed on my way home from classes.,Catcalls/Whistles
"While waiting to get on the train an Indian man walked towards me, as he passed me, without making eye contact he pinched me very hard on the thigh. He carried on walking without looking back and I was so shocked I just got on the train.",Touching /Groping
a man abuse to women on the road both are women,Commenting
a man abuse to women on the road both are women,Commenting
"i have seen a lady who was crying because of chain snatching. This incident happened at jj colony, uttam nagar",Chain Snatching
pick pocket of my brother,Others
gang of bikers and some others on scootys rounding up in front of of a group of girls and blocking their exit from the area,Catcalls/Whistles
one day me and my friend were goining home from school we both were alone and few boys were standing in the street and they commented badly which was really very ridiculous,Catcalls/Whistles
chain snatching,Chain Snatching
when i was at jhangirpuri metro station i saw some boys taking picture of a girl without her permission,Commenting
Whistling,Catcalls/Whistles
some school boys followed me while returning home from school,Stalking
"one night, when i was sleeping i got a phone call. it was around 12:30 pm. i got frightened but i received the call thinking it might  be some sort of emergency or urgent calls but after receiving the call i came to know that its a bluff call as one man was talking and he wants to know more about me. i hung up the phe but he was continuously calling me n he disturbed my whole night",Catcalls/Whistles
"I was with my family in the monastery, I was called by a monk in his room to talk about an interaction class of Buddhist principles. He was respected and well known monk, I the room he tried touch my body in uncomfortable way but he pretended as if he was just caring me. Later, I told this to my parents but they said me to remain silent about it no one would believe it.",Touching /Groping
"This happened in a bus, public transport. It was in broad daylight. I was on my way to college and the bus wasn't that crowded. There was enough space for two people to stand back to back with big bags on 'em. This particular male was standing next to my seat. There was enough and more space behind him. But noooooo... He started rubbing his crotch against my shoulder, subtly at first and then very obviously. I made my discomfort very apparent. But he didn't seem to get it. I shifted inside my seat and so did he. I think the lady beside me knew what was going on but didn't say a word, neither did the people behind me nor the bus conductor. Well neither did i in the first place, i was frozen and gripped in shock and fear. I think now i am better prepared to make shit go down if someone tries the same feat with me. But i'll never know.",Touching /Groping
Iam always haraased by my own father,Sexual Invites
while passing through boudha street one unknown man passed by me touching my sister's private part.,Touching /Groping
"I was walking on this street at about 11pm returning from a friend\'s house. While looking for an auto, this man on a bike stopped next to me. At first I ignored it, but he followed me again and stopped next to me and said \""Chal mere sath, paise dunga\"". He wanted me to sleep with him for money. I felt dumbstruck and angry and yelled at him, after which he drove away.",Sexual Invites
A group of guys were making faces at me and my friends.,Catcalls/Whistles
"While I was getting into a crowded bus, a man groped my chest.",Touching /Groping
Boys stalking at girls,Stalking
"me, my father and my brother were in gopi krishna movie hall. ticket counter was bit crowdy so one guy touched the girl and the girl immediately replied her by shouting at her and later that guy felt shame and he backoff.",Commenting
